id,Total reactions,Comments,Sharing,Positive Reactions,Neutral Reactions,Negative Reactions
446281349189387,0,0,0,0,0,0
426461217838067,0,0,0,0,1,1
350938698723653,0,0,0,0,0,0
275749179575939,1,1,0,1,1,1
369097253574464,0,1,0,0,1,1
492203314597190,0,0,0,0,0,0
365176527299870,1,1,0,1,1,0
382933995524123,0,0,0,0,0,0
385169278633928,1,1,0,1,0,1
302666550217535,1,1,0,1,1,1
347287895755400,1,1,0,1,0,1
281905055627018,1,0,0,1,1,0
304069386743918,0,0,0,0,0,0
271159480034909,0,0,0,0,0,1
257331161417741,0,0,0,0,0,0
332812927202897,0,0,0,0,0,0
460904521060403,0,0,0,0,0,0
2194957377417317,0,0,0,0,1,1
254652188352305,1,0,0,1,1,0
324318681385655,0,1,0,0,0,1
293331527817704,0,0,0,0,0,0
372673259883530,1,1,0,1,1,1
361695644314625,0,1,0,0,0,0
477627042721484,0,0,0,0,0,0
326234424527414,0,0,0,0,0,0
278231439327713,1,0,0,1,0,0
359571627860360,1,1,0,1,1,1
373484476469075,0,0,0,0,0,0
294342477716609,0,1,0,0,0,1
402390436911812,0,0,0,0,0,0
393371044480418,0,1,0,0,0,1
296239854193538,1,1,0,1,1,1
275056909645166,0,0,0,0,0,1
410254642792058,0,0,0,0,0,0
272987376518786,1,1,0,1,1,0
334612307022959,0,0,0,0,0,0
363620977455425,1,1,1,1,1,0
320262778457912,1,1,0,1,1,1
2448271111857316,0,0,0,0,0,0
276049832879207,1,1,0,1,0,0
268806203603570,1,1,0,1,1,0
424626984688157,0,0,0,0,0,0
283541275463396,1,1,0,1,1,0
297859874031536,0,0,0,0,0,0
451601545324034,0,0,0,0,0,0
262156544268536,0,1,0,0,0,0
440837029733819,0,0,0,0,0,0
300584523759071,0,0,0,0,0,0
382478052236384,0,0,0,0,0,0
444482222702633,0,0,0,0,0,1
406185886532267,0,1,0,0,0,0
469340000216855,0,0,0,0,0,1
316276175523239,0,0,0,0,0,0
367988267018696,0,0,0,0,0,0
338909843259872,1,1,0,1,1,1
416190978865091,0,0,0,0,1,0
310333126117544,0,0,0,0,0,0
358838844600305,1,1,0,1,1,0
317327595418097,1,1,0,1,1,1
349258818891641,0,1,0,0,0,0
350635478753975,1,1,1,1,1,1
357076368109886,0,1,0,0,0,0
322404824910374,1,1,0,1,1,0
468537536963768,1,1,0,0,1,1
374754689675387,1,0,0,1,1,0
373871646430358,0,0,0,0,0,0
486523015165220,0,0,0,0,0,1
297646120719578,0,0,0,0,0,0
291651451319045,1,0,0,1,1,0
283504478800409,1,1,0,1,1,0
383097122174477,0,0,0,0,0,0
379882922495897,0,0,0,0,0,1
344764072674449,0,0,0,0,1,0
321953348288855,1,1,0,1,1,0
346912652459591,1,1,0,1,1,1
271655623318628,0,0,0,0,1,0
479377839213071,0,1,0,0,1,1
342732396210950,0,1,0,0,0,1
389016228249233,0,0,0,0,0,0
305961453221378,0,0,0,0,0,0
371053293378860,0,1,0,0,0,1
369938440157012,0,1,0,0,0,1
488999761584212,0,1,0,0,1,0
286716921812498,0,0,0,0,1,0
388387651645424,0,1,0,0,0,1
257775731373284,0,0,0,0,0,0
460025131148342,0,0,0,0,0,1
385963271887862,0,0,0,0,0,0
251959135288277,1,1,1,1,1,1
443723019445220,0,0,0,0,0,0
435214076962781,0,0,0,0,1,1
381359442348245,0,0,0,0,0,0
362764657541057,0,1,0,0,0,0
366650430485813,1,1,0,1,1,1
297859984031525,1,1,0,1,1,0
338379963312860,1,1,1,1,1,1
417952455355610,0,0,0,0,0,1
283701828780674,0,1,0,0,0,0
405812379902951,1,1,0,1,0,1
408388662978656,0,0,0,0,0,0
433088683841987,1,1,0,0,0,1
251661475318043,0,0,0,0,0,0
287490935068430,1,1,0,1,1,0
411203359363853,1,1,0,0,1,0
303374050146785,0,0,0,0,0,0
297184744099049,0,0,0,0,0,0
345509275933262,0,0,0,0,0,0
356731448144378,1,1,0,0,1,1
413648735785982,0,0,0,0,0,0
462826850868170,0,1,0,0,0,0
283136165503907,1,1,0,1,0,0
478922939258561,1,1,0,1,1,1
308598566291000,1,1,0,1,1,1
446316045852584,0,1,0,0,0,1
476648256152696,0,0,0,0,0,1
377945579356298,0,0,0,0,0,0
314646089019581,1,1,0,1,1,1
281183289032528,1,1,1,1,1,1
269466583537532,0,0,0,0,0,1
389778744839648,0,1,0,0,0,1
380522439098612,0,0,0,0,0,0
365970063887183,0,1,0,0,1,0
299942140489976,0,0,0,0,0,0
338511379966385,1,0,0,1,0,0
365604340590422,1,0,0,1,0,1
259395774544613,0,0,0,0,0,0
398948710589318,0,0,0,0,0,0
273791849771672,1,1,0,1,0,1
382083542275835,0,0,0,0,0,0
428412170976305,0,0,0,0,0,0
360769297740593,0,0,0,0,0,0
325415521275971,1,0,0,1,0,0
312787709205419,1,1,1,1,1,1
319015348582655,1,1,0,1,0,1
492602964557225,0,1,0,0,0,0
269163933567797,0,1,0,0,1,0
311556109328579,1,1,0,1,1,0
291299814687542,0,1,0,0,0,1
350593748758148,0,0,0,0,0,0
445529035931285,0,1,0,0,0,0
266443063839884,0,0,0,0,0,0
477001062784082,0,0,0,0,0,1
364359017381621,0,1,0,0,0,1
402567796894076,0,0,0,0,0,0
309830712834452,0,0,0,0,0,0
264141274070063,1,1,0,1,1,0
315857355565121,1,1,0,1,1,1
487583101725878,0,0,0,0,0,1
291429945017742,1,1,0,0,0,1
471296250021230,0,0,0,0,0,0
384406755376847,0,1,0,0,0,1
273281323156058,1,1,1,1,1,1
385549411929248,0,1,0,0,1,1
479763949174460,0,0,0,0,0,0
456107604873428,0,1,0,0,1,0
343157612835095,0,0,0,0,0,0
357179014766288,0,1,0,0,0,0
355447644939425,1,1,1,1,1,1
251771305307060,1,1,0,1,1,0
345126929304830,0,0,0,0,0,0
408614559622733,0,0,0,0,0,0
322886818195508,1,1,1,1,1,1
303741030110087,0,0,0,0,1,0
343869179430605,0,1,0,0,1,0
360887824395407,0,0,0,0,0,0
284105488740308,1,1,1,1,1,1
279702179180639,1,1,0,1,1,1
265290067288517,0,0,0,0,0,0
302107846940072,1,1,1,1,1,1
349623855521804,0,1,0,0,0,1
412963302521192,0,0,0,0,0,0
419817055169150,0,0,0,0,0,0
300008423816681,0,1,0,0,0,0
352643391886517,0,1,0,0,0,1
450592908758231,0,0,0,0,0,0
272624976555026,1,1,1,1,1,1
344258346058355,0,1,0,0,1,0
482690842215104,0,0,0,0,0,0
260199791130878,0,0,0,0,0,0
414643425686513,0,0,0,0,0,0
272987806518743,1,1,1,1,1,0
1410803235730675,0,0,0,0,0,0
367118213772368,1,1,0,0,0,1
343484342802422,0,1,0,0,0,0
486948981789290,0,0,0,0,0,1
417223655428490,1,1,0,1,1,0
490147311469457,0,0,0,0,0,0
306350273182496,0,0,0,0,0,0
323186021498921,0,0,0,0,0,0
329210980896425,0,1,0,0,0,0
364893300661526,0,0,0,0,0,0
437851930032329,0,0,0,0,0,0
254282255055965,1,1,1,1,1,1
339848349832688,1,1,0,0,0,1
298877420596448,0,0,0,0,0,0
381795238971332,0,0,0,0,0,0
422859214864934,0,0,0,0,0,0
330545777429612,0,0,0,0,1,0
325715787912611,1,1,0,1,0,1
318128462004677,1,1,1,1,1,1
296883897462467,0,0,0,0,0,0
294716861012504,1,1,0,1,0,0
266689840481873,1,1,0,1,1,1
360050867812436,0,1,0,0,0,0
290664444751079,1,1,0,1,1,1
265725663911624,0,0,0,0,0,0
486378788512976,0,0,0,0,0,0
405040513313471,0,0,0,0,1,1
486052758545579,1,1,0,1,0,0
301272243690299,0,0,0,0,0,0
263294024154788,1,1,0,1,1,0
340878953062961,1,1,1,1,1,1
309775502839973,0,0,0,0,0,0
315298458954344,0,0,0,0,0,0
288753284942195,1,1,0,1,1,1
441808952969960,0,0,0,0,0,0
266819263802264,1,1,1,1,1,1
290174851466705,1,1,1,1,1,1
374544699696386,0,0,0,0,1,0
335800553570801,1,1,0,0,1,1
402521976898658,0,0,0,0,0,0
434227927061396,0,0,0,0,0,0
279573785860145,0,0,0,0,0,0
347686295715560,1,0,0,1,1,0
263724964111694,1,1,1,1,1,1
408541082963414,0,0,0,0,0,0
307131823104341,0,0,0,0,0,0
313196342497889,1,1,0,1,0,1
309894569494733,0,0,0,0,0,0
418822205268635,0,0,0,0,1,0
2178951145761208,0,0,0,0,1,0
295015427649314,1,1,0,1,1,0
357511014733088,0,0,0,0,0,0
304426883374835,1,1,0,1,1,0
253826781768179,0,0,0,0,0,0
328684927615697,0,0,0,0,0,0
376807619470094,0,0,0,0,0,1
421732418310947,0,1,0,0,1,1
378314879319368,0,0,0,0,0,0
370390096778513,0,0,0,0,0,0
289547984862725,0,0,0,0,0,0
339363653214491,1,1,0,1,1,1
328334340984089,0,1,0,1,0,0
401457500338439,1,1,0,1,0,1
318636875287169,1,1,1,1,1,1
340174749800048,0,0,0,0,0,1
393734097777446,0,1,0,0,1,1
380208645796658,0,0,0,0,0,0
296566524160871,0,0,0,0,0,0
386515868499269,0,0,0,0,0,0
297688670715323,0,0,0,0,0,0
373102606507262,0,0,0,0,0,0
439716843179171,0,0,0,0,0,0
273769183107272,0,0,0,0,0,1
368487526968770,1,0,0,1,1,0
317099378774252,1,0,0,0,1,0
299186487232208,0,1,0,0,0,1
481180935699428,0,0,0,0,0,0
356351108182412,0,0,0,0,0,1
428549574295898,0,0,0,0,0,0
376404369510419,0,1,0,0,0,1
312363859247804,0,0,0,0,0,1
351336288683894,0,0,0,0,0,0
262936200857237,0,1,0,0,0,0
269165860234271,0,0,0,0,1,1
457948978022624,0,0,0,0,0,1
300322600451930,1,1,0,1,1,0
314413692376154,1,1,0,1,1,1
480186312465557,1,1,1,1,1,0
291350894682434,1,1,0,1,1,1
357947151356141,0,1,0,0,0,0
290887268062130,1,0,0,0,1,0
482069752277213,1,1,0,0,1,0
292357947915062,0,0,0,0,0,1
293996374417886,0,0,0,0,0,0
363153590835497,1,1,0,0,1,1
432230677261121,0,0,0,0,1,0
492479687902886,0,0,0,0,0,1
385289971955192,0,0,0,0,0,0
407196286431227,1,1,0,0,1,0
408682976282558,0,0,0,0,0,0
384775532006636,0,0,0,0,0,0
426166967867492,0,1,0,0,0,1
419117668572422,0,0,0,0,1,0
383241848826671,1,1,0,1,0,1
269180123566178,1,1,1,1,1,1
310485019435688,1,1,1,1,1,1
325845041233019,0,0,0,0,1,0
327022194448637,1,1,0,1,0,1
267762160374641,1,1,0,1,1,0
281551002329090,1,1,0,1,0,0
375277139623142,1,1,0,1,1,1
481176352366553,0,0,0,0,0,1
281064155711108,1,1,0,1,1,1
454370988380423,0,0,0,0,0,1
330092600808263,1,1,1,1,1,1
456475144836674,0,0,0,0,1,0
676340432740545,0,0,0,0,0,0
253330128484511,0,0,0,0,0,0
323967158087474,0,1,0,0,0,1
316324942185029,1,0,0,1,0,0
354208291730027,0,1,0,0,0,1
268193676998156,1,1,0,1,1,0
366360850514771,0,1,0,0,0,0
428292950988227,0,0,0,0,0,0
266757980475059,1,1,0,1,1,1
340572736426916,0,0,0,0,1,0
382156522268537,0,0,0,0,0,0
370736826743840,0,0,0,0,0,0
324835634667293,1,1,0,1,1,1
348798435604346,0,0,0,0,0,0
277899502694240,1,1,0,1,1,0
255048618312662,0,1,0,0,1,1
374201056397417,0,1,0,0,0,1
302992493518274,0,0,0,0,0,0
278548319296025,1,0,0,1,1,0
391988087952047,1,1,0,0,1,1
398119037338952,0,0,0,0,1,1
341964476287742,0,1,0,0,1,1
256797181471139,0,0,0,0,0,0
264122114071979,1,1,0,0,0,1
417076788776510,0,1,0,0,0,1
387318595085663,0,0,0,0,0,0
473622473121941,0,1,0,0,0,1
331575080660015,0,0,0,0,1,0
362132157604307,0,0,0,0,0,1
478102329340622,1,1,0,1,0,1
352272725256917,0,1,0,0,0,1
403392383478284,0,0,0,0,0,0
374831283001061,1,1,1,1,1,0
490622698088585,0,0,0,0,0,0
431387594012096,0,1,0,0,1,0
261101307707393,0,1,0,0,0,1
310536499430540,0,0,0,0,1,0
284571815360342,0,0,0,0,0,0
293603044457219,1,1,0,1,1,0
287076958443161,1,1,1,1,1,0
285723321911858,1,1,0,1,1,0
367412430409613,1,1,1,1,1,1
445073712643484,0,0,0,0,0,1
437058360111686,0,0,0,0,0,0
334991876985002,0,1,0,0,0,0
383985098752346,0,0,0,0,0,0
306729266477930,1,1,0,1,0,1
469730923511096,0,0,0,0,0,0
308250266325830,0,0,0,0,0,0
371473846670138,1,1,0,1,0,1
290152971468893,0,0,0,0,0,0
315036742313849,1,1,1,1,0,1
301335243683999,1,1,0,1,0,0
287465405070983,1,1,0,0,1,0
260255351125322,0,0,0,0,1,0
310731222744401,1,1,1,1,1,1
329647577519432,1,1,0,1,1,1
315429018941288,0,0,0,0,0,0
409569392860583,0,0,0,0,1,0
284949771989213,1,1,1,1,1,0
287369668413890,0,0,0,0,0,0
258496991301158,1,0,0,1,1,0
276869269463930,0,0,0,0,1,0
368665406950982,1,1,0,1,1,1
319877151829808,1,1,1,1,1,0
311229809361209,0,0,0,0,0,0
487957241688464,0,0,0,0,0,0
379465369204319,0,0,0,0,0,0
283731985444325,1,1,0,1,1,1
293678704449653,1,1,0,1,1,1
458337121317143,0,1,0,0,0,0
288712151612975,0,0,0,0,0,0
342290216255168,0,0,0,0,0,1
314030272414496,1,1,0,1,1,1
278937775923746,1,1,1,1,1,1
251774978640026,0,0,0,0,0,1
444926395991549,0,0,0,0,0,0
368346583649531,0,1,0,0,1,0
482129512271237,0,0,0,0,0,1
375545609596295,0,0,0,0,0,1
309486722868851,0,0,0,0,0,0
337628306721359,0,0,0,0,0,0
282229615594562,0,0,0,0,0,0
285983278552529,1,1,0,1,1,1
485169235300598,0,0,0,0,0,1
392716971212492,0,0,0,0,1,1
423526498131539,0,0,0,0,0,0
381683635649159,0,0,0,0,0,0
266061907211333,0,0,0,0,1,0
484332765384245,0,0,0,0,1,1
358361624648027,1,1,0,1,1,0
464079630742892,0,0,0,0,0,0
280407209110136,1,1,0,1,1,1
317878938696296,0,0,0,0,0,0
337263683424488,0,1,0,0,0,1
379138429237013,0,0,0,0,0,0
383665385450984,0,1,0,0,1,1
304832100000980,1,1,0,0,1,0
317845982032925,1,1,0,1,1,1
425542221263300,0,0,0,0,0,0
354865248330998,1,1,0,1,1,1
301684910315699,0,0,0,0,0,0
404152600068929,0,0,0,0,0,1
268863353597855,1,1,0,1,1,1
323564264794430,1,0,0,0,1,0
270190533465137,1,1,0,1,1,1
271603589990498,1,1,0,0,0,1
321104135040443,1,1,0,1,1,1
266758727141651,0,0,0,0,0,1
274310253053165,1,1,0,1,1,1
288461508304706,0,0,0,0,0,0
372533026564220,1,1,1,1,1,1
360476607769862,0,0,0,0,0,0
325139014636955,1,0,0,1,0,0
354514858366037,0,1,0,0,0,1
353873288430194,0,1,0,0,0,1
299692303848293,1,1,0,0,1,1
326651584485698,0,0,0,0,0,0
320757768408413,1,1,0,1,1,0
394785841005605,0,0,0,0,0,0
291241524693371,0,0,0,0,0,0
302564383561085,0,0,0,0,0,0
372248763259313,1,0,0,1,1,0
395719574245565,0,0,0,0,0,0
372989409851915,0,1,0,0,0,1
377533719397484,0,1,0,0,0,0
286371528513704,0,1,0,0,1,0
377200276097495,0,1,0,0,0,1
353452478472275,1,1,0,1,0,0
470121643472024,0,0,0,0,0,0
337728230044700,1,1,0,1,0,1
390559601428229,0,0,0,0,0,0
407918816358974,0,0,0,0,0,0
273041139846743,1,1,1,1,1,1
333562557127934,0,0,0,0,0,0
492942944523227,0,0,0,0,1,0
331943593956497,1,1,0,1,1,1
346426412508215,1,1,0,0,1,1
371842433299946,0,1,0,0,0,1
379459305871592,0,0,0,0,1,0
269156320235225,0,1,0,0,0,1
295796207571236,0,0,0,0,0,0
251661401984717,0,0,0,0,0,0
325516924599164,1,1,0,1,0,0
258101768007347,0,1,0,0,0,1
361336027683920,0,0,0,0,0,0
386136958537160,0,0,0,0,0,0
459128441238011,1,1,0,0,1,1
298226030661587,0,0,0,0,1,0
387732688377587,0,0,0,0,0,0
438579509959571,0,0,0,0,0,0
493314094486112,0,0,0,0,0,0
438839919933530,0,0,0,0,0,0
336251273525729,0,1,0,0,0,1
397355210748668,0,1,0,0,1,0
481494209001434,0,0,0,0,0,0
340659613084895,1,1,1,1,1,1
335440846940105,0,0,0,0,0,0
402476813569841,0,0,0,0,0,0
293009461183244,1,1,0,1,1,0
316140468870143,0,0,0,0,0,0
287423465075177,0,0,0,0,0,0
290610201423170,0,1,0,0,0,1
392762764541246,0,0,0,0,1,1
466525397164982,0,0,0,0,0,0
241960343135983,0,0,0,0,1,0
10161222772865193,1,1,1,0,1,0
10159990414900193,1,1,0,1,0,0
10160149998260193,1,1,1,1,1,1
10156951851990193,0,0,0,0,0,0
10156784034520193,1,0,0,1,0,0
10159918775475193,1,1,1,0,1,0
10157153562265193,1,1,1,1,1,1
10159918151610193,1,1,1,1,1,1
10161347029245193,0,0,0,0,0,0
10156561899445193,1,0,1,1,0,0
10160916560925193,0,1,1,0,1,0
10159217314225193,0,1,0,0,0,0
10159212399185193,0,0,0,0,0,0
10160742447925193,1,1,0,1,0,0
10161325322845193,0,1,0,0,1,0
756424521368750,0,0,0,0,0,0
10160265143150193,0,0,0,0,0,0
10158437987485193,0,0,0,0,0,0
10160408726645193,1,1,1,1,1,1
10159648264800193,1,1,0,1,1,1
10161317143015193,0,0,0,0,1,1
10160632780400193,0,0,0,0,0,0
10159221930670193,0,0,0,0,0,0
10159427345655193,1,1,1,1,1,1
10158613340300193,1,0,0,1,0,0
10158027420360193,1,1,1,1,1,1
10161280053150193,0,1,1,0,1,0
10161329170800193,0,0,0,0,0,0
10156629400055193,1,1,1,1,0,0
252471035384440,1,1,1,1,1,0
10156948138700193,0,1,0,0,0,0
301762047092304,0,0,0,0,0,0
10161287790970193,0,0,0,0,0,0
1916857021733192,1,1,1,0,1,1
10156913460960193,0,1,0,0,0,0
10158610063630193,1,0,0,1,0,0
10158531514155193,1,1,1,1,1,1
10160169427980193,1,1,0,1,0,0
10160275624700193,0,1,0,0,1,0
10161246511235193,1,1,0,1,0,0
10157397785995193,0,0,0,0,0,0
10158501116325193,0,0,0,0,0,0
10160670568990193,0,0,0,0,0,0
10160609430960193,1,1,1,1,1,0
10159269540040193,1,1,0,1,1,0
2122201684774253,0,0,0,0,0,0
10160420391895193,0,0,0,0,0,0
10158418893570193,0,0,0,0,0,0
2114516745468668,0,0,0,0,0,0
10156983380200193,0,0,0,0,0,0
10157772372750193,0,0,0,0,0,0
10160613177150193,0,0,0,0,0,0
10160804813485193,1,1,1,1,1,0
281388565809174,0,0,0,0,0,0
10161260681000193,0,0,0,0,0,0
10159193167870193,1,0,0,1,0,0
10160689352640193,0,1,0,0,0,0
10157745622130193,1,1,1,1,1,1
2201838950100588,0,1,0,0,0,0
10156847821450193,0,0,0,0,0,0
10156611213780193,1,0,0,1,0,0
10159104943975193,0,0,0,0,0,0
10156515871755193,0,0,0,0,0,0
10161306372735193,1,1,1,1,1,0
10157182281875193,1,0,0,1,1,1
10161122406325193,0,0,0,0,0,0
10157037650555193,1,0,1,1,0,0
10160661152140193,1,1,1,1,1,0
10156778424590193,0,0,0,0,0,0
10156462780730193,1,0,1,1,0,0
10160688414480193,1,1,1,1,1,1
10160295407640193,1,1,1,1,1,0
10160576304200193,1,1,0,1,1,1
10157037873710193,1,1,1,1,1,0
10156937764025193,0,0,0,0,0,0
10158378408820193,1,0,0,1,0,1
10160784425805193,0,1,0,0,0,0
10161252491990193,0,0,0,0,0,0
10160660797610193,0,0,0,0,0,0
10157353614665193,1,1,1,1,1,0
10157968416735193,0,0,0,1,0,0
10156952489730193,1,0,0,1,0,0
10158042128575193,0,0,0,0,0,0
10160665513015193,0,0,0,0,0,0
10157119779645193,1,1,1,1,1,1
10156632021030193,0,0,0,0,0,0
10157008452535193,1,0,0,1,0,0
10156874382155193,1,0,0,1,0,0
282032279094621,0,0,0,0,0,0
10161254257960193,0,0,0,0,0,0
430711224002042,1,1,0,1,1,0
834626613327726,0,0,0,0,0,0
10157090500880193,1,1,1,1,1,0
10160652792720193,1,1,1,1,1,0
10160901092200193,0,0,0,0,0,0
10157037404295193,1,0,0,1,1,0
10160773342815193,0,0,0,0,0,0
10158608714935193,1,1,1,1,1,1
10156933778000193,0,0,0,0,0,0
10158641359300193,1,0,0,1,0,0
10156653818440193,0,0,0,0,0,0
10160900460885193,1,1,1,1,1,1
10160378382310193,0,0,0,0,0,0
10160574518980193,1,1,1,1,1,0
10159187303860193,0,0,0,0,0,0
10160164405545193,1,1,1,1,1,0
10157303461375193,1,1,0,1,0,0
10159519372685193,1,1,1,1,1,0
10160559333480193,1,1,1,0,1,0
10159362661755193,0,0,0,0,0,0
10160026386005193,0,1,0,0,0,0
10160660898540193,1,1,1,1,1,0
10159885109340193,1,1,1,1,1,0
10157113789280193,1,1,1,1,1,0
10157439471435193,0,0,0,0,0,0
10157321076220193,1,1,1,1,1,1
10156706355235193,1,1,1,1,0,0
10158188675200193,0,0,0,0,0,0
10159274144335193,0,0,0,0,0,0
10160830110225193,1,1,1,1,1,0
10157884363700193,0,0,0,0,0,0
10161339367155193,0,0,0,0,0,0
10160742659180193,0,0,1,0,0,0
10161333507460193,1,1,1,1,1,1
10160813877215193,1,1,1,1,0,0
10156752646075193,0,0,0,0,0,0
10156579271615193,1,1,1,1,0,0
10158300584255193,1,1,0,1,0,0
10161283912380193,0,0,0,0,0,0
10161203210750193,1,1,1,1,1,0
10157860282035193,1,1,1,1,0,1
10157787250925193,1,1,1,1,1,0
10157526409455193,0,0,0,0,0,0
10157704799585193,1,0,0,1,0,0
10157630185810193,0,0,0,0,0,0
10159814466370193,1,1,1,1,1,1
10159494519340193,1,1,1,1,0,0
10160883272460193,0,0,0,0,0,0
10159420023020193,0,0,0,0,0,0
10156783388205193,0,0,1,0,0,0
10157922982775193,0,0,0,0,0,0
2197006250626409,0,1,1,0,0,0
10159522285165193,0,0,0,0,0,0
10161284005480193,0,0,0,0,1,0
2205277139726765,0,0,0,0,0,0
10158352395840193,1,1,0,1,0,1
10159691788345193,1,1,1,1,1,0
10159411238035193,1,1,1,1,1,1
10160528269235193,0,0,0,0,0,0
10158815984515193,1,1,1,1,1,0
10160476733205193,0,0,0,0,0,0
10157821301460193,0,0,0,0,0,0
10158908667085193,0,0,0,0,0,0
10158941437385193,0,0,0,0,0,0
10159151858930193,0,0,0,0,1,0
10160531937680193,0,0,0,0,0,0
10158329123515193,0,0,0,1,0,0
10161335648625193,1,1,1,1,0,0
10158498178145193,1,1,1,1,0,0
10159221955610193,1,1,1,1,1,0
10156587080580193,1,0,0,1,0,0
257505691446180,0,0,0,0,1,1
10156611207020193,1,0,0,1,0,0
10159012860825193,1,0,0,1,0,0
10158295800060193,0,0,0,0,0,0
332608023982270,0,0,0,0,0,1
2197772513835346,0,0,0,0,0,0
10157449895355193,1,0,0,1,0,0
10159555732175193,0,0,0,0,0,0
10160370831895193,0,0,0,0,0,0
10159350469035193,1,1,0,1,0,0
10160883210610193,0,0,0,0,1,0
737927759877689,0,0,0,0,0,0
10159844894490193,0,0,0,0,0,0
10158119678075193,1,0,0,1,0,1
10160585860455193,1,1,1,1,1,0
10160058425885193,0,1,0,0,0,0
2128408767374857,0,0,0,0,0,0
10156631977075193,0,0,0,0,0,0
10157273070365193,1,0,1,1,0,0
10158134686285193,0,1,0,0,0,0
10161115578340193,1,0,0,1,0,0
10158003903520193,1,1,1,1,1,1
10158925142115193,1,1,0,1,0,0
10159209641120193,1,1,0,1,0,1
10159622119410193,1,1,1,1,1,0
10160727179135193,1,1,0,1,1,0
10158427117110193,1,0,0,1,0,0
10160528355225193,0,0,1,0,1,0
1052940514869372,1,1,1,1,0,0
10157174840285193,1,0,0,1,1,1
10160441180105193,1,1,1,0,1,1
10158140288920193,0,1,1,0,0,0
10157598005620193,0,0,0,0,0,0
10159146476295193,0,0,0,0,0,0
10159209252215193,1,1,1,1,1,0
10158300103685193,0,0,0,0,0,0
2050681394971809,0,0,0,0,0,0
10161095171050193,0,0,0,0,1,0
10160872121070193,0,0,0,0,0,0
10161288612380193,0,1,0,0,0,1
10158131884115193,1,0,0,1,0,0
10156983576825193,0,0,0,0,0,0
